place_id,name,description,is_spending_on_ads,reviews,rating,competitors,website,phone,can_claim,owner_name,owner_profile_link,featured_image,main_category,categories,workday_timing,is_temporarily_closed,closed_on,address,review_keywords,link,query
ChIJ49PC_IB3sEcRfTdSkEnfftM,Spartans Gerustbau GmbH,Sicherer Bau mit starken Gerusten - Spartans Gerustbau,,1,5,"Name: Gerustbau Kaya | Hannover
Link: No Link
Reviews: 19 reviews

Name: GLT-Gerustbau
Link: No Link
Reviews: 10 reviews

Name: Kamp Gerustbau
Link: No Link
Reviews: 8 reviews

Name: STABAU
Link: No Link
Reviews: 2 reviews

Name: Kahle Gerustbau
Link: No Link
Reviews: No Reviews reviews",https://geruestbauer.gmbh/seelze/2914-spartans-geruestbau-gmbh,0511 51522774,,Spartans Gerustbau GmbH (Sahibi),https://www.google.com/maps/contrib/102305310129713925378,https://lh3.googleusercontent.com/p/AF1QipOeB2BmjtgPG-9Qu8fLVfVVmhcNzSebNGSw7109=w1920-h1080-k-no,Iskele Hizmeti,Iskele Hizmeti,08:00-18:00,,"Cumartesi, Pazar","Immengarten 8, 30926 Seelze",,https://www.google.com/maps/place/Spartans+Ger%C3%BCstbau+GmbH/data=!4m7!3m6!1s0x47b07780fcc2d3e3:0xd37edf499052377d!8m2!3d52.3885005!4d9.5786458!16s%2Fg%2F11pzs0zkk6!19sChIJ49PC_IB3sEcRfTdSkEnfftM?authuser=0&rclk=1,"gerustbauer in hannover, niedersachsen, germany"
ChIJNwC954ATsEcRPT8RWW__zoI,A1 Gerustbau GmbH (Burgwedel),,,0,0,"Name: Blitzgerustbau Alak Hannover GmbH
Link: No Link
Reviews: 25 reviews

Name: Gerustbau Kaya | Hannover
Link: No Link
Reviews: 19 reviews

Name: Meyer Gerustbau
Link: No Link
Reviews: 4 reviews

Name: A1 Gerustbau GmbH (Celle)
Link: No Link
Reviews: No Reviews reviews

Name: Gerustbau Patrick Schmidt
Link: No Link
Reviews: No Reviews reviews",https://www.a1geruestbau.de/geruestbau-in-burgwedel/,0511 8448444,1,A1 Gerustbau GmbH (Burgwedel) (Sahibi),https://www.google.com/maps/contrib/113612494466858510405,,Iskele Hizmeti,Iskele Hizmeti,,,Open All Days,"Haferkamp 11, 30938 Burgwedel",,https://www.google.com/maps/place/A1+Ger%C3%BCstbau+GmbH+(Burgwedel)/data=!4m7!3m6!1s0x47b01380e7bd0037:0x82ceff6f59113f3d!8m2!3d52.4974473!4d9.8621741!16s%2Fg%2F11fvflwv1n!19sChIJNwC954ATsEcRPT8RWW__zoI?authuser=0&hl=tr&rclk=1,"gerustbauer in hannover, niedersachsen, germany"
ChIJtfaKEGWfukcRB98JOpFXIzg,A1 Gerustbau GmbH (Springe),,,0,0,"Name: Gerustbau Samiez GmbH
Link: No Link
Reviews: 27 reviews

Name: Steding Gerustbau
Link: No Link
Reviews: 14 reviews

Name: Gerustbau Kilian GmbH
Link: No Link
Reviews: 6 reviews

Name: Kamm Gerustbau
Link: No Link
Reviews: 3 reviews

Name: A1 Gerustbau GmbH (Celle)
Link: No Link
Reviews: No Reviews reviews",https://www.a1geruestbau.de/geruestbau-springe/,0511 8448444,1,A1 Gerustbau GmbH (Springe) (Sahibi),https://www.google.com/maps/contrib/113034155782179363763,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Sby49F1ht7tS3tOmeTE0gw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=241.24039&pitch=0&thumbfov=100,Iskele Hizmeti,Iskele Hizmeti,,,Open All Days,"Glatzer Str. 8, 31832 Springe",,https://www.google.com/maps/place/A1+Ger%C3%BCstbau+GmbH+(Springe)/data=!4m7!3m6!1s0x47ba9f65108af6b5:0x382357913a09df07!8m2!3d52.2382126!4d9.65799!16s%2Fg%2F11j86v7xgj!19sChIJtfaKEGWfukcRB98JOpFXIzg?authuser=0&hl=tr&rclk=1,"gerustbauer in hannover, niedersachsen, germany"
ChIJf4gyIBx1sEcRg3rSa4S-HqY,Gerust-Verleih Hannover,Ein Gerust muss nicht teuer sein! Bei uns leihen Sie Ihr Baugerust gunstig aus. Geld sparen durch Selbstaufbau.,,0,0,"Name: Anhangerverleih Hannover
Link: No Link
Reviews: 140 reviews

Name: Anhangerverleih Hemmingen - Hannorent 24/7
Link: No Link
Reviews: 9 reviews

Name: Meyer Gerustbau
Link: No Link
Reviews: 4 reviews

Name: Rollgerustevermietung Region Hannover
Link: No Link
Reviews: 3 reviews

Name: Gerustbau Kunkel
Link: No Link
Reviews: No Reviews reviews",https://www.xn--gerst-verleih-hannover-ulc.de/,0511 8791824,,Gerust-Verleih Hannover (Sahibi),https://www.google.com/maps/contrib/101439542726580064223,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WRDqBCaYMIrmjk4XtHMThA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=244.67252&pitch=0&thumbfov=100,Bina Ekipmanlari Kiralama Hizmeti,Bina Ekipmanlari Kiralama Hizmeti,"08:30-13:00, 14:00-17:00",,Pazar,"Hoher Holzweg 27, 30966 Hemmingen",,https://www.google.com/maps/place/Ger%C3%BCst-Verleih+Hannover/data=!4m7!3m6!1s0x47b0751c2032887f:0xa61ebe846bd27a83!8m2!3d52.3073561!4d9.7233094!16s%2Fg%2F11tbvmtqcc!19sChIJf4gyIBx1sEcRg3rSa4S-HqY?authuser=0&rclk=1,"gerustbauer in hannover, niedersachsen, germany"
ChIJ23O__F50sEcR-qOTTzoILLo,Gerustbau Mario Grunewald,,,0,0,"Name: Blitzgerustbau Alak Hannover GmbH
Link: No Link
Reviews: 25 reviews

Name: Gerustbau Kaya | Hannover
Link: No Link
Reviews: 19 reviews

Name: Meyer Gerustbau
Link: No Link
Reviews: 4 reviews

Name: Mario Schwarz
Link: No Link
Reviews: 2 reviews

Name: Gerustbau Kunkel
Link: No Link
Reviews: No Reviews reviews",https://geruestbauer.gmbh/hannover/3062-geruestbau-mario-grunewald,0163 2350013,,Gerustbau Mario Grunewald (Sahibi),https://www.google.com/maps/contrib/114797332435615400157,https://lh3.googleusercontent.com/p/AF1QipOP8QJovhx26ERKm8-RY-iIOy8_quZj6QH_ydi-=w1920-h1080-k-no,Iskele Hizmeti,"Iskele Hizmeti, Marangoz, Cati Kaplama Firmasi",07:00-17:00,,"Cumartesi, Pazar","Alte Speicherstrasse 7, 30453 Hannover",,https://www.google.com/maps/place/Ger%C3%BCstbau+Mario+Grunewald/data=!4m7!3m6!1s0x47b0745efcbf73db:0xba2c083a4f93a3fa!8m2!3d52.3666096!4d9.6866699!16s%2Fg%2F11d_ttntj5!19sChIJ23O__F50sEcR-qOTTzoILLo?authuser=0&rclk=1,"gerustbauer in hannover, niedersachsen, germany"
ChIJtZDuVy4JsEcRb2NntmBWzqA,JL Gerustbau Jorg Liesner,,,0,0,"Name: Karl-Heinz Hubener GmbH
Link: No Link
Reviews: 27 reviews

Name: AMS Gerustbau
Link: No Link
Reviews: 16 reviews

Name: GLT-Gerustbau
Link: No Link
Reviews: 10 reviews

Name: Meyer Malereibetrieb GmbH
Link: No Link
Reviews: 5 reviews

Name: Gerustbau Rudnick Inh. J. Rudnick
Link: No Link
Reviews: No Reviews reviews",http://jlg-geruestbau.de/,0177 6366140,1,JL Gerustbau Jorg Liesner (Sahibi),https://www.google.com/maps/contrib/108935268347673342902,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=j4OECmSYJjfB_mUENwMATQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=175.77805&pitch=0&thumbfov=100,Iskele Hizmeti,Iskele Hizmeti,,,Open All Days,"Wohlerstrasse 2, 31275 Lehrte",,https://www.google.com/maps/place/JL+Ger%C3%BCstbau+J%C3%B6rg+Liesner/data=!4m7!3m6!1s0x47b0092e57ee90b5:0xa0ce5660b667636f!8m2!3d52.3652148!4d9.9110677!16s%2Fg%2F11c0vkjpcf!19sChIJtZDuVy4JsEcRb2NntmBWzqA?authuser=0&hl=tr&rclk=1,"gerustbauer in hannover, niedersachsen, germany"
ChIJq6rmVz10sEcRaclHVje1mt8,Kahle Gerustbau,Wir sind ein professioneller und zufalliger Gerustbaubetrieb und bieten mit uber 30 jahriger Berufserfahrung Geruste aller Art an.,,0,0,"Name: Gerustbau Kaya | Hannover
Link: No Link
Reviews: 19 reviews

Name: GLT-Gerustbau
Link: No Link
Reviews: 10 reviews

Name: Richter Gerustbau
Link: No Link
Reviews: 10 reviews

Name: Kamp Gerustbau
Link: No Link
Reviews: 8 reviews

Name: Andre Kairies
Link: No Link
Reviews: No Reviews reviews",https://kahle-geruestbau.de/kontakt/,0177 4591456,,Kahle Gerustbau (Sahibi),https://www.google.com/maps/contrib/106010071878923341115,https://lh3.googleusercontent.com/p/AF1QipMG1v0qreGd54O2Aa56-1w86L6lELLD-s11HG3G=w1920-h1080-k-no,Iskele Hizmeti,Iskele Hizmeti,07:00-17:00,,"Cumartesi, Pazar","Im Brande 4, 30926 Seelze",,https://www.google.com/maps/place/Kahle+Ger%C3%BCstbau/data=!4m7!3m6!1s0x47b0743d57e6aaab:0xdf9ab5375647c969!8m2!3d52.3728728!4d9.650279!16s%2Fg%2F11rsbghq35!19sChIJq6rmVz10sEcRaclHVje1mt8?authuser=0&hl=tr&rclk=1,"gerustbauer in hannover, niedersachsen, germany"
ChIJqaiTpVh0sEcRUGJjjXBdOGM,Kaya GmbH,,,0,0,"Name: Blitzgerustbau Alak Hannover GmbH
Link: No Link
Reviews: 25 reviews

Name: Richter Gerustbau
Link: No Link
Reviews: 10 reviews

Name: Gerustbau BINA GmbH
Link: No Link
Reviews: 8 reviews

Name: Meyer Gerustbau
Link: No Link
Reviews: 4 reviews

Name: Andre Kairies
Link: No Link
Reviews: No Reviews reviews",https://www.geruestbau-kaya.de/,0511 2134650,1,Kaya GmbH (Sahibi),https://www.google.com/maps/contrib/116302864209644279826,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=M7L6M9oG9d4LfrBxh-N03w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=137.60468&pitch=0&thumbfov=100,Iskele Hizmeti,Iskele Hizmeti,,,Open All Days,"Bartweg 9, 30453 Hannover",,https://www.google.com/maps/place/Kaya+GmbH/data=!4m7!3m6!1s0x47b07458a593a8a9:0x63385d708d636250!8m2!3d52.3635827!4d9.6890614!16s%2Fg%2F11fxvr4_tt!19sChIJqaiTpVh0sEcRUGJjjXBdOGM?authuser=0&rclk=1,"gerustbauer in hannover, niedersachsen, germany"
ChIJIeaRm18KsEcRED7cSgJ1SNU,Gerustbau Bellos Vasilios,Gerustbau und Vermietung,,2,5,"Name: Blitzgerustbau Alak Hannover GmbH
Link: No Link
Reviews: 25 reviews

Name: Gerustbau BINA GmbH
Link: No Link
Reviews: 8 reviews

Name: Andre Kairies
Link: No Link
Reviews: No Reviews reviews

Name: Okologische Renovierungen
Link: No Link
Reviews: No Reviews reviews",,05101 8551855,,Gerustbau Bellos Vasilios (Sahibi),https://www.google.com/maps/contrib/114407608979172322407,,Iskele Hizmeti,Iskele Hizmeti,07:00-17:00,,"Cumartesi, Pazar","Ludwig-Erhard-Strasse 16, 30982 Pattensen",,https://www.google.com/maps/place/Ger%C3%BCstbau+Bellos+Vasilios/data=!4m7!3m6!1s0x47b00a5f9b91e621:0xd54875024adc3e10!8m2!3d52.2649654!4d9.777889!16s%2Fg%2F1ptwr67g2!19sChIJIeaRm18KsEcRED7cSgJ1SNU?authuser=0&rclk=1,"gerustbauer in hannover, niedersachsen, germany"
ChIJ5U1Wvml0sEcR12n_wFajN64,Andre Kairies,,,0,0,"Name: Richter Gerustbau
Link: No Link
Reviews: 10 reviews

Name: Meyer Gerustbau
Link: No Link
Reviews: 4 reviews

Name: Kaya GmbH
Link: No Link
Reviews: No Reviews reviews

Name: Kahle Gerustbau
Link: No Link
Reviews: No Reviews reviews

Name: Gerustbau Patrick Schmidt
Link: No Link
Reviews: No Reviews reviews",,0511 401101,1,Andre Kairies (Sahibi),https://www.google.com/maps/contrib/105875408010309050201,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5pVhCOVQUYgyUfBJcFBczw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=137.06587&pitch=0&thumbfov=100,Iskele Hizmeti,Iskele Hizmeti,,,Open All Days,"Schieferkamp 24, 30455 Hannover",,https://www.google.com/maps/place/Andre+Kairies/data=!4m7!3m6!1s0x47b07469be564de5:0xae37a356c0ff69d7!8m2!3d52.3725588!4d9.6730366!16s%2Fg%2F1vg_6bmy!19sChIJ5U1Wvml0sEcR12n_wFajN64?authuser=0&rclk=1,"gerustbauer in hannover, niedersachsen, germany"
ChIJB9P8MlFzsEcRlWXcX_4U7_w,Gerustbau Kunkel,,,0,0,"Name: Gerustbau Kunkel - Bad Nenndorf
Link: No Link
Reviews: 25 reviews

Name: Blitzgerustbau Alak Hannover GmbH
Link: No Link
Reviews: 25 reviews

Name: Meyer Gerustbau
Link: No Link
Reviews: 4 reviews

Name: Gerustbau Mario Grunewald
Link: No Link
Reviews: No Reviews reviews

Name: Gerust-Verleih Hannover
Link: No Link
Reviews: No Reviews reviews",,,1,Gerustbau Kunkel (Sahibi),https://www.google.com/maps/contrib/106199891556837087309,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sBtSGLBVZrVsIVVYg5c6bQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=47.48957&pitch=0&thumbfov=100,Iskele Hizmeti,Iskele Hizmeti,,,Open All Days,"Ferdinand-Wallbrecht-Strasse 30, 30163 Hannover",,https://www.google.com/maps/place/Gerustbau+Kunkel/data=!4m7!3m6!1s0x47b0735132fcd307:0xfcef14fe5fdc6595!8m2!3d52.3917601!4d9.7479225!16s%2Fg%2F11n__80t3v!19sChIJB9P8MlFzsEcRlWXcX_4U7_w?authuser=0&rclk=1,"gerustbauer in hannover, niedersachsen, germany"
ChIJIYYYVg11sEcRNNxKHG_6wz8,Gerustbau Fritz Honig GmbH & Co. KG,,,0,0,"Name: Blitzgerustbau Alak Hannover GmbH
Link: No Link
Reviews: 25 reviews

Name: Rollgerustevermietung Region Hannover
Link: No Link
Reviews: 3 reviews

Name: Jurgen Meiseberg
Link: No Link
Reviews: 2 reviews

Name: Mario Schwarz
Link: No Link
Reviews: 2 reviews

Name: Gerustbau Patrick Schmidt
Link: No Link
Reviews: No Reviews reviews",,0511 442485,1,Gerustbau Fritz Honig GmbH & Co. KG (Sahibi),https://www.google.com/maps/contrib/109129165920028223523,,Iskele Hizmeti,Iskele Hizmeti,,,Open All Days,"Deveser Str. 28, 30457 Hannover",,https://www.google.com/maps/place/Ger%C3%BCstbau+Fritz+Honig+GmbH+%26+Co.+KG/data=!4m7!3m6!1s0x47b0750d56188621:0x3fc3fa6f1c4adc34!8m2!3d52.3269884!4d9.6910347!16s%2Fg%2F1tg_kph9!19sChIJIYYYVg11sEcRNNxKHG_6wz8?authuser=0&rclk=1,"gerustbauer in hannover, niedersachsen, germany"
ChIJq8ng2LwLsEcR6MIRY6Q4iXw,Gerustbau Patrick Schmidt,,,0,0,"Name: Gerustbau Kaya | Hannover
Link: No Link
Reviews: 19 reviews

Name: Richter Gerustbau
Link: No Link
Reviews: 10 reviews

Name: Meyer Gerustbau
Link: No Link
Reviews: 4 reviews

Name: A1 Gerustbau GmbH
Link: No Link
Reviews: 2 reviews

Name: Gerustbau Fritz Honig GmbH & Co. KG
Link: No Link
Reviews: No Reviews reviews",,0511 60096000,1,Gerustbau Patrick Schmidt (Sahibi),https://www.google.com/maps/contrib/109081130782384042403,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jDw9kpeCsO6yL-JSer8-AQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=289.1566&pitch=0&thumbfov=100,Iskele Hizmeti,Iskele Hizmeti,,,Open All Days,"Lange-Hop-Strasse 60, 30559 Hannover",,https://www.google.com/maps/place/Ger%C3%BCstbau+Patrick+Schmidt/data=!4m7!3m6!1s0x47b00bbcd8e0c9ab:0x7c8938a46311c2e8!8m2!3d52.3560519!4d9.8188822!16s%2Fg%2F1tgly0jy!19sChIJq8ng2LwLsEcR6MIRY6Q4iXw?authuser=0&rclk=1,"gerustbauer in hannover, niedersachsen, germany"
ChIJ_wfNPFlzsEcRaawQB6fe7Kc,REWA Gerustservice UG,,,0,0,"Name: Gerustbau Kaya | Hannover
Link: No Link
Reviews: 19 reviews

Name: Meyer Gerustbau
Link: No Link
Reviews: 4 reviews

Name: Rollgerustevermietung Region Hannover
Link: No Link
Reviews: 3 reviews

Name: STABAU
Link: No Link
Reviews: 2 reviews

Name: Gerustbau Kunkel
Link: No Link
Reviews: No Reviews reviews",,0511 92001337,1,REWA Gerustservice UG (Sahibi),https://www.google.com/maps/contrib/103777151765230856092,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YCKqLDxOkVZmSmzQyLTaKw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=36.455154&pitch=0&thumbfov=100,Iskele Hizmeti,Iskele Hizmeti,,,Open All Days,"Kriegerstrasse 16, 30161 Hannover",,https://www.google.com/maps/place/REWA+Ger%C3%BCstservice+UG/data=!4m7!3m6!1s0x47b073593ccd07ff:0xa7ecdea70710ac69!8m2!3d52.3906275!4d9.7368574!16s%2Fg%2F11d_tz39cj!19sChIJ_wfNPFlzsEcRaawQB6fe7Kc?authuser=0&rclk=1,"gerustbauer in hannover, niedersachsen, germany"
